"1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11" "12" "13" "14" "15" "16" "17"
"1" 1 0.71428770660689 0.761544848456632 0.609790591434153 0.746993820838024 0.717024418540911 0.68821259410224 0.6585384700544 0.281843884258899 0.334809991042348 0.664150661042602 0.497982457466178 0.301259565244785 0.556554665209517 0.473582702932116 0.364972929067766 0.335092265019121
"2" 0.71428770660689 1 0.468583504386409 0.379925112145456 0.557960728019694 0.519143941009169 0.400390101513084 0.35281256350597 0.154456103035078 0.183118459739054 0.494513605097437 0.269058607040335 0.186633792714237 0.276614930136226 0.614512959174003 0.216455816824926 0.140776337211758
"3" 0.761544848456632 0.468583504386409 1 0.812230148544803 0.566584196405879 0.844491435514105 0.860563489906304 0.791348962083182 0.247066934040008 0.40109330197045 0.563332159843614 0.523767328434741 0.351786761140178 0.67371336616526 0.398010154483469 0.362633679426754 0.403848032392866
"4" 0.609790591434153 0.379925112145456 0.812230148544803 1 0.418201753333184 0.747663392244862 0.880646797344873 0.792417032142111 0.28643442660647 0.392401621696072 0.360378858139587 0.502371540614617 0.248673125613645 0.746246507047622 0.262920781405323 0.175542498714184 0.31623428404625
"5" 0.746993820838024 0.557960728019694 0.566584196405879 0.418201753333184 1 0.757298686185791 0.514797845935691 0.485506223585399 0.242600079178148 0.289123427029449 0.740599718287681 0.681415515983188 0.315621323017154 0.345395952746725 0.511542222375109 0.331367045278646 0.144683935305187
"6" 0.717024418540911 0.519143941009169 0.844491435514105 0.747663392244862 0.757298686185791 1 0.849492364553892 0.711709132053512 0.185539824565266 0.234339031509336 0.586963451316811 0.629673843243988 0.21736165533398 0.515347305444459 0.394397388149996 0.153993683770025 0.141185405551498
"7" 0.68821259410224 0.400390101513084 0.860563489906304 0.880646797344873 0.514797845935691 0.849492364553892 1 0.855031713595885 0.208464447390089 0.298883772352301 0.479604248517016 0.581044469164264 0.229079649150688 0.684300268810962 0.275673264762546 0.17570363403679 0.267432126757569
"8" 0.6585384700544 0.35281256350597 0.791348962083182 0.792417032142111 0.485506223585399 0.711709132053512 0.855031713595885 1 0.348866834941231 0.50839188326979 0.50312336855929 0.713323717099015 0.575834906471345 0.761333327201703 0.338752485240507 0.433334881931891 0.519630334245956
"9" 0.281843884258899 0.154456103035078 0.247066934040008 0.28643442660647 0.242600079178148 0.185539824565266 0.208464447390089 0.348866834941231 1 0.497784697296794 0.142401465358027 0.40249257652992 0.448464605274304 0.41225495521614 0.351337487303585 0.380391931669687 0.458055527586878
"10" 0.334809991042348 0.183118459739054 0.40109330197045 0.392401621696072 0.289123427029449 0.234339031509336 0.298883772352301 0.50839188326979 0.497784697296794 1 0.339510736923526 0.529578114973644 0.694259594377979 0.564929629446515 0.458009006436841 0.739255620628116 0.779375443211735
"11" 0.664150661042602 0.494513605097437 0.563332159843614 0.360378858139587 0.740599718287681 0.586963451316811 0.479604248517016 0.50312336855929 0.142401465358027 0.339510736923526 1 0.480329599435362 0.344331485979182 0.415567822008197 0.559076896975544 0.591086467200474 0.270612653558903
"12" 0.497982457466178 0.269058607040335 0.523767328434741 0.502371540614617 0.681415515983188 0.629673843243988 0.581044469164264 0.713323717099015 0.40249257652992 0.529578114973644 0.480329599435362 1 0.661032785106233 0.564096808679194 0.427864131735475 0.41956460021355 0.43206725032868
"13" 0.301259565244785 0.186633792714237 0.351786761140178 0.248673125613645 0.315621323017154 0.21736165533398 0.229079649150688 0.575834906471345 0.448464605274304 0.694259594377979 0.344331485979182 0.661032785106233 1 0.469565518500098 0.389542009819322 0.697934679156801 0.701904646386911
"14" 0.556554665209517 0.276614930136226 0.67371336616526 0.746246507047622 0.345395952746725 0.515347305444459 0.684300268810962 0.761333327201703 0.41225495521614 0.564929629446515 0.415567822008197 0.564096808679194 0.469565518500098 1 0.372987029046329 0.500250552001237 0.648051360095416
"15" 0.473582702932116 0.614512959174003 0.398010154483469 0.262920781405323 0.511542222375109 0.394397388149996 0.275673264762546 0.338752485240507 0.351337487303585 0.458009006436841 0.559076896975544 0.427864131735475 0.389542009819322 0.372987029046329 1 0.63734286257709 0.466452348050511
"16" 0.364972929067766 0.216455816824926 0.362633679426754 0.175542498714184 0.331367045278646 0.153993683770025 0.17570363403679 0.433334881931891 0.380391931669687 0.739255620628116 0.591086467200474 0.41956460021355 0.697934679156801 0.500250552001237 0.63734286257709 1 0.811628716010304
"17" 0.335092265019121 0.140776337211758 0.403848032392866 0.31623428404625 0.144683935305187 0.141185405551498 0.267432126757569 0.519630334245956 0.458055527586878 0.779375443211735 0.270612653558903 0.43206725032868 0.701904646386911 0.648051360095416 0.466452348050511 0.811628716010304 1
