"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17"
"1" 1 0.659774594146972 0.0637378844247299 -0.179945993744131 0.281610697704456 -0.0445290572600179 -0.218894887495179 0.179097907678109 0.178265124957284 0.178361270500455 0.0290689327822127 0.0724418769036751 -0.0530724367183058 -0.14979604955235 0.0281313560122163 0.142234758355631 0.0524714098559995
"2" 0.65977459414697 1 0.0642340157563268 0.261603469070622 0.0663693610032717 -0.112669956241559 0.161580326312613 -0.0150586265758164 -0.157601001760154 -0.0996178526957405 0.214191302697218 -0.160461032151855 -0.0417756534752086 -0.00379267379364389 0.350633003686446 -0.272364903792204 0.00768434028867455
"3" 0.0637378844247383 0.064234015756321 1 0.0278947335572081 -0.122205615376117 0.618547885546505 0.32029322759637 -0.290830997188169 -0.0702741618353783 0.0111537748146656 -0.23336528281487 -0.246061017925352 0.188281102462023 -0.114288672637422 -0.0642648195162181 0.087396332134078 0.0606178866442136
"4" -0.17994599374413 0.261603469070621 0.0278947335572073 1 -0.111048039175587 0.14926063506936 0.303525592198267 -0.312335073848481 0.0998982209464466 0.122607308980859 -0.198103048450987 -0.0530723085428204 0.299625972006627 0.410844070060035 0.033162893442118 0.124993889602069 -0.183965273482285
"5" 0.281610697704459 0.0663693610032692 -0.122205615376115 -0.111048039175585 1 0.582062025576613 -0.255818459044352 -0.102366651149734 0.0449086055917085 0.0906037252222208 0.190594644206047 0.367819956810299 -0.0429533919290134 0.323840010622203 0.112610285615007 -0.0466617039985614 -0.11795315913068
"6" -0.0445290572600247 -0.112669956241554 0.618547885546504 0.149260635069359 0.582062025576614 1 0.131395797192122 0.198221830760358 -0.13564713703945 -0.0967636029833883 0.0122109587422486 0.147051666001547 -0.0705094377004207 -0.0879667863852373 0.048259637543183 0.0650764423587458 -0.0650118859576667
"7" -0.218894887495184 0.161580326312618 0.320293227596368 0.303525592198267 -0.25581845904435 0.131395797192122 1 0.682474361817253 0.148490203227008 0.123644130591856 0.317933185892387 0.364772704298678 -0.541993291881272 0.0100886097928672 -0.028201147293871 0.0394139352407079 -0.019135733328627
"8" 0.179097907678115 -0.0150586265758202 -0.290830997188168 -0.312335073848481 -0.102366651149737 0.198221830760358 0.682474361817253 1 -0.11615242922195 -0.100931358784205 -0.135260503793341 -0.172131992981897 0.661957147470078 0.276103135825189 0.153489746372967 -0.291914107494993 0.0729809537563568
"9" 0.178265124957278 -0.157601001760151 -0.0702741618353753 0.0998982209464453 0.04490860559171 -0.135647137039452 0.148490203227006 -0.116152429221948 1 0.554465313811713 -0.150443646643182 0.0687145502926679 -0.081707348937118 0.091617766936835 0.446044157203245 -0.14986353621508 0.285259586632274
"10" 0.17836127050046 -0.0996178526957446 0.011153774814666 0.122607308980861 0.0906037252222213 -0.0967636029833892 0.123644130591857 -0.100931358784206 0.554465313811712 1 -0.0266740072794272 -0.086235839929419 0.182936658439593 0.0613596074189727 -0.243275277727082 0.142158450133498 -0.0299072692078345
"11" 0.0290689327822185 0.214191302697214 -0.233365282814871 -0.198103048450986 0.190594644206045 0.0122109587422488 0.317933185892389 -0.135260503793343 -0.150443646643183 -0.026674007279428 1 -0.126544772941132 0.236455757782699 0.229254687947024 -0.28905194833711 0.561021551499558 -0.269026243360836
"12" 0.0724418769036789 -0.160461032151857 -0.246061017925353 -0.0530723085428208 0.367819956810297 0.147051666001548 0.364772704298678 -0.172131992981899 0.0687145502926666 -0.0862358399294187 -0.126544772941132 1 0.487882473222821 -0.0902121210818778 -0.0557365258753363 -0.206092746217352 0.0405599047941075
"13" -0.053072436718312 -0.0417756534752049 0.188281102462023 0.299625972006627 -0.0429533919290102 -0.0705094377004224 -0.541993291881273 0.661957147470079 -0.0817073489371175 0.182936658439594 0.236455757782698 0.48788247322282 1 -0.195717340301843 -0.0713705533047466 0.212116564487466 0.263992164343206
"14" -0.149796049552355 -0.00379267379364079 -0.114288672637422 0.410844070060034 0.323840010622205 -0.0879667863852375 0.0100886097928675 0.276103135825189 0.0916177669368357 0.0613596074189737 0.229254687947023 -0.0902121210818785 -0.195717340301842 1 0.0107644701421524 -0.127344568881279 0.398293326136244
"15" 0.0281313560122218 0.350633003686442 -0.0642648195162193 0.0331628934421186 0.112610285615007 0.048259637543183 -0.0282011472938682 0.153489746372966 0.446044157203243 -0.243275277727082 -0.289051948337111 -0.055736525875337 -0.0713705533047461 0.010764470142153 1 0.453509916979374 -0.204473688245497
"16" 0.142234758355625 -0.2723649037922 0.0873963321340808 0.124993889602068 -0.0466617039985605 0.0650764423587449 0.0394139352407043 -0.291914107494991 -0.14986353621508 0.1421584501335 0.561021551499559 -0.20609274621735 0.212116564487465 -0.127344568881279 0.453509916979374 1 0.500869557636859
"17" 0.052471409856006 0.00768434028867 0.0606178866442127 -0.183965273482283 -0.117953159130682 -0.0650118859576657 -0.0191357333286254 0.0729809537563558 0.285259586632274 -0.0299072692078367 -0.269026243360836 0.040559904794107 0.263992164343206 0.398293326136245 -0.204473688245497 0.500869557636858 1
