"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17"
"1" 1 0.501119947243786 0.0997958016561822 -0.0593860035878054 0.418489119974444 -0.0843877361861236 -0.0311917349740286 0.25510201048713 0.104164562958069 -0.145891626702927 -0.186611918392544 -0.12730841948837 -0.103485567793364 0.28643279443849 -0.257404925114529 0.26892881266044 -0.192241902281773
"2" 0.501119947243784 1 -0.091002537959148 0.175770484295897 -0.344805899687254 0.117785545880805 -0.030368755754338 -0.125475847272053 -0.208879876224556 0.00150835679537311 0.437562724864615 0.0478941821684938 0.053342692084539 0.0625211126638222 0.583461000040276 -0.247065182223676 0.109433201124608
"3" 0.0997958016561856 -0.091002537959151 1 -0.00588810156005047 -0.088147707590463 0.493661496598585 0.37326946232412 -0.336564995848736 -0.0827030966543718 0.0701119919982745 -0.0431478368637385 0.267876345130011 -0.0737663683996926 0.087746780760361 0.143287408643937 0.0390739035062619 0.0904686185334792
"4" -0.0593860035878045 0.175770484295898 -0.00588810156005132 1 0.0905549852916778 0.104975633564781 0.291402720278077 0.138097567453833 0.288288775778047 -0.109282256972919 -0.101281508746531 -0.0945499868672984 -0.046464663013748 0.180372416868074 -0.0532753271526956 0.125620810243108 -0.115576036239938
"5" 0.418489119974444 -0.344805899687255 -0.0881477075904614 0.0905549852916779 1 0.516344113025045 -0.247203986368851 -0.232689689330664 0.303904380633406 0.0661463409598384 0.667707125237161 0.218712615788876 0.22066164752084 0.0153099520390985 0.407352339340201 -0.299999051103496 -0.000691280651809112
"6" -0.0843877361861208 0.117785545880803 0.493661496598584 0.104975633564781 0.516344113025043 1 0.250150254422309 0.0970715252674969 -0.23941514013384 -0.0437207597943691 -0.141629664392344 -0.148066021347153 0.155490155609733 -0.0919935045363258 -0.094133172386924 -0.166705576286311 0.138082771879225
"7" -0.0311917349740376 -0.0303687557543318 0.373269462324121 0.291402720278075 -0.247203986368846 0.250150254422308 1 0.592275111232608 -0.035694118980603 0.116751945039751 0.251040704422581 -0.00351385613112074 -0.379896575894057 -0.0333037193556866 -0.0292029890185224 0.0256647324612198 -0.0845995227396788
"8" 0.255102010487139 -0.12547584727206 -0.336564995848736 0.138097567453835 -0.232689689330668 0.0970715252674986 0.592275111232604 1 -0.00722558439039843 -0.000477669357352769 0.068272351347029 0.284723706079286 0.550945144181918 -0.066950440260728 0.124501568547888 -0.141709918122739 0.0974015180766966
"9" 0.10416456295807 -0.208879876224557 -0.0827030966543701 0.288288775778047 0.303904380633405 -0.23941514013384 -0.0356941189806053 -0.00722558439039619 1 0.372502420093314 -0.106406243293767 -0.110620361474274 -0.13810801070693 0.0953723387064278 0.114651698440804 -0.0663831752886774 0.301115252052974
"10" -0.145891626702928 0.00150835679537439 0.0701119919982734 -0.109282256972919 0.0661463409598396 -0.0437207597943695 0.116751945039752 -0.000477669357353686 0.372502420093314 1 0.214222071424699 -0.129089105723272 0.0224543781779984 0.0219449076739208 -0.0100143137085652 -0.155182589455046 0.224051086088613
"11" -0.186611918392544 0.437562724864615 -0.04314783686374 -0.101281508746532 0.667707125237161 -0.141629664392346 0.251040704422586 0.0682723513470256 -0.106406243293768 0.214222071424699 1 -0.0310977004096359 -0.0841982549767081 -8.96593501057529e-05 -0.492007012149004 0.628326589977725 -0.342922232273571
"12" -0.127308419488369 0.0478941821684938 0.267876345130011 -0.0945499868672982 0.218712615788875 -0.148066021347153 -0.00351385613111943 0.284723706079285 -0.110620361474274 -0.129089105723273 -0.0310977004096349 1 0.33001382082836 0.281751360100448 -0.0449898799866491 0.0649094709638304 -0.0497672238416038
"13" -0.103485567793373 0.0533426920845453 -0.0737663683996927 -0.0464646630137494 0.220661647520844 0.155490155609732 -0.379896575894056 0.55094514418192 -0.138108010706929 0.0224543781779984 -0.084198254976712 0.330013820828358 1 -0.171684417928302 -0.153420776321307 0.109791677025262 0.236012452477761
"14" 0.286432794438489 0.062521112663823 0.0877467807603617 0.180372416868074 0.0153099520390993 -0.0919935045363247 -0.0333037193556898 -0.0669504402607245 0.0953723387064279 0.0219449076739209 -8.96593501067174e-05 0.281751360100448 -0.171684417928305 1 0.0655609586485778 -0.295078125627302 0.400700759601761
"15" -0.25740492511453 0.583461000040277 0.143287408643936 -0.0532753271526961 0.407352339340203 -0.0941331723869262 -0.0292029890185176 0.124501568547885 0.114651698440804 -0.0100143137085648 -0.492007012149006 -0.0449898799866494 -0.153420776321303 0.0655609586485789 1 0.542331196312373 -0.238996419026437
"16" 0.268928812660441 -0.247065182223678 0.0390739035062632 0.12562081024311 -0.299999051103498 -0.166705576286308 0.0256647324612142 -0.141709918122736 -0.0663831752886775 -0.155182589455045 0.628326589977726 0.0649094709638313 0.109791677025258 -0.295078125627303 0.542331196312373 1 0.741675559302158
"17" -0.192241902281772 0.109433201124608 0.0904686185334782 -0.115576036239939 -0.000691280651808922 0.138082771879224 -0.0845995227396744 0.0974015180766933 0.301115252052975 0.224051086088612 -0.342922232273571 -0.0497672238416038 0.236012452477764 0.400700759601762 -0.238996419026437 0.741675559302158 1
