"1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11" "12" "13" "14" "15" "16" "17"
"1" 1 0.787667499069004 0.657442400752937 0.695730520843701 0.835735228698587 0.708756445965499 0.759656029028351 0.726990681521846 0.538153791625843 0.445902760658274 0.51936482943228 0.69414065016198 0.492129447575627 0.72688158267964 0.429352201313866 0.311163117746338 0.487979472907649
"2" 0.787667499069004 1 0.468800326167552 0.585176158832683 0.745531466117689 0.606344377068241 0.707726654718702 0.61860891618091 0.312744030819171 0.227409032974208 0.597044372679681 0.63870003685189 0.368845095441775 0.4991476183426 0.547075643363795 0.179136026610873 0.210165654863436
"3" 0.657442400752937 0.468800326167552 1 0.65408405187834 0.687462778749082 0.870001674943017 0.773588769883519 0.642382736989565 0.47274100561445 0.509753517050875 0.459059513844217 0.663440502339558 0.549218570998252 0.604966508129409 0.397011990604431 0.467952626244419 0.584090292757291
"4" 0.695730520843701 0.585176158832683 0.65408405187834 1 0.685647209214986 0.707439475491682 0.790159952217389 0.716915944079109 0.518874658769946 0.524225240374263 0.465360726976476 0.699314338760604 0.613486503000605 0.807076988357601 0.403410060587196 0.399364938531677 0.622726483235122
"5" 0.835735228698587 0.745531466117689 0.687462778749082 0.685647209214986 1 0.864110949332374 0.753153318526319 0.635805862553725 0.442972964152707 0.427409585360912 0.705775788297611 0.850242937462398 0.524697837226377 0.643380314456404 0.569592913875012 0.331079133723226 0.381344216754277
"6" 0.708756445965499 0.606344377068241 0.870001674943017 0.707439475491682 0.864110949332374 1 0.8402405509944 0.700368406280306 0.447663283029063 0.483215020316202 0.620634439841713 0.821976140978941 0.568314927913023 0.619244998767747 0.457657300738976 0.381966729054777 0.483182856916388
"7" 0.759656029028351 0.707726654718702 0.773588769883519 0.790159952217389 0.753153318526319 0.8402405509944 1 0.854372263058268 0.527169008677878 0.462105099817431 0.570087965418299 0.761712633400107 0.528948673140777 0.705447836002598 0.478964134636111 0.383045979401948 0.523582734221601
"8" 0.726990681521846 0.61860891618091 0.642382736989565 0.716915944079109 0.635805862553725 0.700368406280306 0.854372263058268 1 0.541006486107561 0.526651712850754 0.556383522405989 0.73505798837467 0.693696413650249 0.779675090062636 0.367170561809072 0.461705958237798 0.613695959355066
"9" 0.538153791625843 0.312744030819171 0.47274100561445 0.518874658769946 0.442972964152707 0.447663283029063 0.527169008677878 0.541006486107561 1 0.661618826390009 0.330198747353145 0.422406639979069 0.468354863663136 0.591564416258405 0.407940271152423 0.51743895929127 0.688213639354275
"10" 0.445902760658274 0.227409032974208 0.509753517050875 0.524225240374263 0.427409585360912 0.483215020316202 0.462105099817431 0.526651712850754 0.661618826390009 1 0.389964155439727 0.425765169786323 0.563844499399364 0.619835580067803 0.469220753604131 0.729534024692528 0.777586391026733
"11" 0.51936482943228 0.597044372679681 0.459059513844217 0.465360726976476 0.705775788297611 0.620634439841713 0.570087965418299 0.556383522405989 0.330198747353145 0.389964155439727 1 0.663339143018237 0.582598278084872 0.536493942392474 0.624113787835129 0.612165650082271 0.327026686564289
"12" 0.69414065016198 0.63870003685189 0.663440502339558 0.699314338760604 0.850242937462398 0.821976140978941 0.761712633400107 0.73505798837467 0.422406639979069 0.425765169786323 0.663339143018237 1 0.768555403527175 0.657915226462064 0.495229471917591 0.356845451996828 0.441582185804453
"13" 0.492129447575627 0.368845095441775 0.549218570998252 0.613486503000605 0.524697837226377 0.568314927913023 0.528948673140777 0.693696413650249 0.468354863663136 0.563844499399364 0.582598278084872 0.768555403527175 1 0.705735120711188 0.386291207206624 0.628278308118515 0.66347461732729
"14" 0.72688158267964 0.4991476183426 0.604966508129409 0.807076988357601 0.643380314456404 0.619244998767747 0.705447836002598 0.779675090062636 0.591564416258405 0.619835580067803 0.536493942392474 0.657915226462064 0.705735120711188 1 0.359875490932028 0.579786864332761 0.774623206349432
"15" 0.429352201313866 0.547075643363795 0.397011990604431 0.403410060587196 0.569592913875012 0.457657300738976 0.478964134636111 0.367170561809072 0.407940271152423 0.469220753604131 0.624113787835129 0.495229471917591 0.386291207206624 0.359875490932028 1 0.595033940204204 0.306214969804316
"16" 0.311163117746338 0.179136026610873 0.467952626244419 0.399364938531677 0.331079133723226 0.381966729054777 0.383045979401948 0.461705958237798 0.51743895929127 0.729534024692528 0.612165650082271 0.356845451996828 0.628278308118515 0.579786864332761 0.595033940204204 1 0.737983804762797
"17" 0.487979472907649 0.210165654863436 0.584090292757291 0.622726483235122 0.381344216754277 0.483182856916388 0.523582734221601 0.613695959355066 0.688213639354275 0.777586391026733 0.327026686564289 0.441582185804453 0.66347461732729 0.774623206349432 0.306214969804316 0.737983804762797 1
